id,Status_C,Status_CL,Status_D
7978,0.047314864,0.019480405,0.9332047
7979,0.5171735,0.027955735,0.45487073
7980,0.9653285,0.00032692053,0.034344565
7981,0.77741045,0.09051269,0.13207689
7982,0.90521574,0.018221494,0.07656278
7983,0.91636854,0.04433564,0.039295733
7984,0.18814905,0.1289429,0.68290806
7985,0.6148115,0.017532598,0.3676559
7986,0.021979315,0.036084455,0.94193625
7987,0.19607747,0.042903583,0.76101893
7988,0.887896,0.015439261,0.096664704
7989,0.9438513,0.014243447,0.041905273
7990,0.0022421533,0.028605731,0.96915215
7991,0.07560905,0.0217792,0.90261173
7992,0.97599846,0.007731581,0.016269922
7993,0.743155,0.010692444,0.24615258
7994,0.98222625,0.0024876392,0.015286045
7995,0.9184147,0.023974266,0.057610936
7996,0.12327394,0.028205995,0.8485201
7997,0.8910352,0.018620925,0.0903439
7998,3.9025135e-06,1.3240527e-05,0.99998283
7999,0.00016315441,4.3571305e-05,0.99979323
8000,0.57855076,0.00948857,0.41196063
8001,0.89324903,0.018779775,0.08797123
8002,0.56341106,0.124693386,0.31189555
8003,0.7626694,0.16070016,0.07663045
8004,0.50146174,0.0022923301,0.49624592
8005,0.61275685,0.00211438,0.38512883
8006,0.93905586,0.00932277,0.05162137
8007,0.5742106,0.0050808815,0.4207086
8008,0.97773665,0.0066158576,0.015647449
8009,0.75302917,0.001912126,0.24505873
8010,0.9352798,0.00909676,0.055623475
8011,0.8558432,0.0055340794,0.13862276
8012,0.7348778,0.0019068052,0.26321542
8013,0.07252723,0.008555908,0.9189169
8014,0.8516643,0.052512918,0.09582272
8015,0.98011565,0.0006826296,0.019201636
8016,0.9777756,0.0017771388,0.020447318
8017,0.55325323,0.0012271726,0.44551963
8018,0.5165975,0.029369336,0.45403317
8019,0.93146604,0.010060668,0.05847329
8020,0.7958756,0.0096061,0.19451831
8021,0.09065231,0.0020825504,0.9072651
8022,0.11663045,0.029338943,0.8540306
8023,0.7471485,0.11269482,0.14015667
8024,0.9061086,0.0018243814,0.09206701
8025,0.08820229,0.031012315,0.8807854
8026,0.9609268,0.006484103,0.032589134
8027,0.98841166,0.0024796857,0.009108679
8028,0.1277113,0.03702064,0.8352681
8029,0.042018622,0.046099953,0.91188145
8030,0.93547755,3.0020288e-05,0.064492464
8031,0.7623182,0.081900984,0.15578084
8032,0.94890964,0.0024078896,0.048682425
8033,0.15955709,0.07357765,0.76686525
8034,0.84492624,0.016565176,0.13850862
8035,0.96523243,0.0009368071,0.033830795
8036,0.9698188,0.011678216,0.018503001
8037,0.44122526,0.066215284,0.49255946
8038,0.7880353,0.0050704996,0.20689422
8039,0.035482716,0.011783006,0.9527343
8040,0.13448815,0.016800523,0.8487113
8041,0.14369586,0.021138698,0.83516544
8042,0.030185614,0.015683975,0.9541305
8043,0.9870675,0.0019483055,0.0109842
8044,0.0073368927,0.0012569419,0.9914062
8045,0.25052398,0.07635653,0.67311954
8046,0.6858508,0.0004727043,0.31367645
8047,0.7995052,0.009237789,0.19125706
8048,0.9539399,0.0025515414,0.043508533
8049,0.7145385,0.17418295,0.11127856
8050,0.1161447,0.0012351801,0.88262016
8051,0.1397941,0.017409962,0.8427959
8052,0.98932236,0.006522187,0.0041554756
8053,0.009136512,0.036828473,0.95403504
8054,0.86805224,0.0062208553,0.1257269
8055,0.18301749,0.014537253,0.8024453
8056,0.9807246,0.0055152713,0.013760138
8057,0.8905068,0.0023258112,0.10716731
8058,0.5598644,0.011347403,0.42878821
8059,0.8379039,0.019162461,0.14293365
8060,0.054275185,0.07442813,0.87129664
8061,0.01654035,0.0354177,0.948042
8062,0.053910337,0.005798207,0.94029146
8063,0.962265,0.012981649,0.024753284
8064,0.0017260273,0.043009438,0.95526457
8065,0.9235275,0.009391584,0.067080885
8066,0.949472,0.005020501,0.04550755
8067,0.18186554,0.012583924,0.8055506
8068,0.516198,0.06543012,0.4183719
8069,0.7179841,0.032725442,0.24929045
8070,0.96728534,0.00035867718,0.032355934
8071,0.97323066,0.0057232594,0.021046083
8072,0.9350711,0.0056351623,0.05929372
8073,0.97546536,0.0037788446,0.020755826
8074,0.70856583,0.009818065,0.28161612
8075,0.80648804,0.04183781,0.15167417
8076,0.9511194,0.013448431,0.035432193
8077,0.08686883,0.059021976,0.8541092
8078,0.5664926,0.04125007,0.39225736
8079,0.9661853,0.0017650953,0.03204963
8080,0.9453993,0.007424562,0.047176156
8081,0.9390082,0.0024087266,0.05858312
8082,0.79404175,0.009113184,0.19684507
8083,0.07100859,0.063797444,0.865194
8084,0.09076399,0.034417156,0.87481886
8085,0.94171876,0.012669057,0.045612216
8086,9.501593e-06,7.2147386e-06,0.9999833
8087,0.77379185,0.017226635,0.20898156
8088,0.27101216,0.006910418,0.7220774
8089,0.51534504,0.00482826,0.47982672
8090,0.004963692,0.014819072,0.9802172
8091,0.9719455,0.0028704184,0.02518403
8092,0.00011498058,0.0023937973,0.99749124
8093,0.9471215,0.01109844,0.04178009
8094,0.09928059,0.06670937,0.83401006
8095,0.59987086,0.19449718,0.2056319
8096,0.08550546,0.011070826,0.9034237
8097,0.065415405,0.0008265603,0.9337581
8098,0.92848724,0.01293253,0.05858022
8099,0.5054467,0.01016982,0.48438355
8100,0.03648491,0.0016201665,0.9618949
8101,0.52927953,0.042829268,0.42789122
8102,0.7277144,0.015081335,0.25720426
8103,0.6772327,0.09454901,0.2282183
8104,0.4042125,0.087188914,0.5085986
8105,0.0073933816,0.00022098592,0.9923856
8106,0.9580204,0.004844085,0.03713553
8107,0.035599936,0.02030318,0.9440969
8108,0.94640034,0.008182799,0.045416836
8109,0.91789806,0.002163744,0.07993812
8110,0.9666821,0.017607417,0.015710533
8111,0.7292093,0.094663985,0.17612676
8112,0.7661903,0.020382445,0.2134272
8113,0.00414343,0.012726638,0.9831299
8114,0.01063202,0.027875325,0.96149266
8115,0.9831892,0.0058725653,0.010938256
8116,0.6473297,0.045426123,0.30724415
8117,0.066460304,0.012079659,0.92146003
8118,0.29743257,0.18345556,0.51911193
8119,0.62133574,0.008886992,0.36977723
8120,0.98023355,0.005353754,0.014412725
8121,0.06933113,0.006918308,0.9237506
8122,0.9630797,0.0024654367,0.03445487
8123,0.9794377,0.004088881,0.016473392
8124,0.3056712,0.19744763,0.49688122
8125,0.7264907,0.005147735,0.26836157
8126,0.9545412,0.0047799647,0.040678877
8127,0.37097144,0.05128843,0.57774013
8128,0.35449436,0.02424652,0.62125915
8129,0.971864,0.023339866,0.0047961227
8130,0.35014796,0.061627157,0.5882249
8131,0.06883545,0.03316582,0.89799875
8132,0.7387329,0.01306755,0.24819963
8133,0.9224976,0.039345127,0.038157273
8134,0.92672914,0.032695737,0.040575128
8135,0.002919727,0.0035059855,0.9935743
8136,0.049363855,0.00032995513,0.9503062
8137,0.9189281,0.0013776725,0.079694174
8138,0.024449062,0.0054923766,0.9700586
8139,0.06949629,0.020420747,0.910083
8140,0.494634,0.014744886,0.49062112
8141,0.98386246,0.0014054704,0.014732062
8142,0.9741533,0.008152282,0.017694438
8143,0.9752823,0.009380916,0.015336805
8144,0.026577951,0.016816583,0.9566055
8145,0.81207925,0.0094290385,0.17849171
8146,0.95563525,0.0011031129,0.043261655
8147,0.23203619,0.021754747,0.7462091
8148,0.98852634,0.0013380073,0.010135646
8149,0.9875369,0.0032857347,0.009177403
8150,0.9214347,0.012984376,0.065580875
8151,0.07858973,0.007558803,0.9138515
8152,0.97119397,0.0018452964,0.026960712
8153,0.84652954,0.004898342,0.14857209
8154,0.9872635,0.0032049995,0.009531517
8155,0.41329747,0.062175915,0.52452666
8156,0.9823618,0.0055752727,0.012062894
8157,0.69804174,0.022758715,0.27919957
8158,0.96385705,0.014834855,0.02130805
8159,0.56853205,0.016403535,0.41506442
8160,0.46895134,0.024155438,0.5068932
8161,0.8533386,0.02283273,0.123828635
8162,0.54354066,0.12605716,0.33040223
8163,0.3921645,0.021184092,0.58665144
8164,0.8535493,0.037939195,0.108511545
8165,0.011555003,0.01270968,0.9757353
8166,0.83319753,0.0060575204,0.16074498
8167,0.6374668,0.009544423,0.35298878
8168,0.70234424,0.0061786426,0.2914771
8169,0.88428277,0.007562733,0.108154505
8170,0.51362026,0.09551926,0.39086053
8171,0.00010907542,0.003692389,0.99619853
8172,0.042957265,0.03972619,0.91731656
8173,0.9038113,0.004716542,0.0914722
8174,0.9702443,0.00020181744,0.029553918
8175,0.90151286,0.014297937,0.08418918
8176,0.79580855,0.027227027,0.17696443
8177,0.17377475,0.037603404,0.7886219
8178,0.37336105,0.025723772,0.60091513
8179,0.28071117,0.028504085,0.69078475
8180,0.93134844,0.031028733,0.037622865
8181,0.1748876,0.029722542,0.7953899
8182,0.977266,0.004970108,0.017763888
8183,0.7336442,0.05046479,0.21589103
8184,0.9041413,0.019361217,0.07649751
8185,0.993237,0.0027489353,0.004014095
8186,0.90552014,0.02152533,0.07295457
8187,0.25219086,0.038995214,0.7088139
8188,0.9411235,0.0026614808,0.056215044
8189,0.06244899,0.03013786,0.9074131
8190,0.08754404,0.7008952,0.21156076
8191,0.91854143,0.00081197283,0.080646634
8192,0.8306127,0.011800951,0.15758634
8193,0.9158045,0.0010086485,0.083186895
8194,0.94421405,0.03370223,0.022083689
8195,0.98328155,0.0013284754,0.01538995
8196,0.9462381,0.0067887576,0.046973143
8197,0.81223136,0.0013202985,0.18644835
8198,0.7239153,0.026512414,0.24957228
8199,0.9381314,0.023533987,0.038334627
8200,0.98666763,0.0026522148,0.010680184
8201,0.013381021,0.0017091401,0.98490983
8202,0.116450034,0.087438375,0.7961116
8203,0.9178707,0.003145082,0.078984186
8204,0.22135964,0.064871185,0.7137692
8205,0.93993294,0.00033512214,0.05973194
8206,0.601483,0.0153399715,0.38317707
8207,0.95863223,0.0060691745,0.03529858
8208,0.03771051,0.07922151,0.88306797
8209,0.3492434,0.02450268,0.62625396
8210,0.9085526,0.004032289,0.08741509
8211,0.28852156,0.06007516,0.6514033
8212,0.94946027,0.0034689906,0.047070716
8213,0.9452617,0.008459275,0.046278983
8214,0.010985031,0.06912719,0.9198877
8215,0.9211269,0.06007335,0.018799707
8216,0.968606,0.0043927035,0.02700133
8217,0.8773563,0.032417018,0.09022671
8218,0.054372933,0.04179948,0.9038276
8219,0.85757947,0.03688142,0.105539136
8220,0.92601496,0.00083484047,0.07315025
8221,0.8794735,0.00034908968,0.120177366
8222,0.052120425,0.039808605,0.908071
8223,0.88799125,0.022422459,0.08958631
8224,0.39432147,0.13350417,0.47217438
8225,0.008271563,0.0019685929,0.98975986
8226,0.00049830135,0.00011698406,0.9993847
8227,0.9704714,0.007821402,0.02170728
8228,0.84681004,0.007379925,0.14581004
8229,0.2038858,0.0039143087,0.7921999
8230,0.8618788,0.0398852,0.098236
8231,0.90411574,0.068219215,0.027665028
8232,0.75439864,0.0049408684,0.2406605
8233,0.016522644,0.0384518,0.94502556
8234,0.98205227,0.006184813,0.011762966
8235,0.6556379,0.034154795,0.3102073
8236,0.40263927,0.0065154466,0.59084535
8237,0.8502216,0.03609224,0.113686204
8238,0.28939813,0.00381147,0.7067904
8239,0.0448843,0.11696854,0.8381472
8240,0.8890817,0.05543761,0.055480607
8241,0.0018428487,0.00011286244,0.9980443
8242,0.83663166,0.015315985,0.14805232
8243,0.4786558,0.13828392,0.3830603
8244,0.9855745,0.000105655046,0.0143198725
8245,0.98355883,0.007903535,0.008537646
8246,0.42184195,0.06948212,0.50867593
8247,0.98670655,0.005741352,0.0075520915
8248,0.9720613,0.01044705,0.01749173
8249,0.9406431,0.016772373,0.04258452
8250,0.9390344,0.033024747,0.027940843
8251,0.6351556,0.012171003,0.3526734
8252,0.80780655,0.012507597,0.17968589
8253,0.93479383,0.009197273,0.05600889
8254,0.7451515,0.005280845,0.2495676
8255,0.45214957,0.12564968,0.4222008
8256,0.6578596,0.07871991,0.26342052
8257,0.9482941,0.035705663,0.016000181
8258,5.5402177e-07,1.35407345e-05,0.99998593
8259,0.17381771,0.041018564,0.78516376
8260,0.9719043,0.0044509983,0.023644775
8261,0.8872697,0.011048659,0.10168164
8262,0.90701383,0.0058409614,0.0871452
8263,0.93418205,0.04353522,0.022282755
8264,0.8828862,0.0007135154,0.116400346
8265,0.7828101,0.09132199,0.12586793
8266,0.00011624365,0.00012414141,0.9997596
8267,0.90750426,0.016911844,0.07558393
8268,0.9785092,0.0008316737,0.020659177
8269,0.95763785,0.009164585,0.033197608
8270,0.5852335,0.0320725,0.38269398
8271,0.91525054,0.030259762,0.054489616
8272,0.94497347,0.0012057088,0.053820875
8273,0.6656578,0.03010369,0.30423853
8274,0.8938283,0.022393687,0.08377802
8275,0.19546705,0.3090732,0.4954598
8276,0.15020101,0.0069801467,0.84281886
8277,0.90802723,0.009169135,0.08280358
8278,0.8748255,0.027058372,0.098116174
8279,0.88849735,0.0031429357,0.10835967
8280,0.004416973,0.037075967,0.95850706
8281,0.8768795,0.015752507,0.107368
8282,0.9640642,0.018628415,0.01730745
8283,0.9616596,0.008721616,0.029618828
8284,0.9349756,0.011589539,0.05343483
8285,0.10951585,0.012681298,0.87780285
8286,0.97500736,0.0033855147,0.021607094
8287,0.7457648,0.0010009789,0.25323424
8288,0.9860423,0.0011879164,0.012769818
8289,0.49823806,0.016784236,0.48497775
8290,0.068837315,0.000682748,0.93047994
8291,0.56247383,0.0053530256,0.43217316
8292,0.93037736,0.0028096798,0.06681299
8293,0.9547254,0.0008534487,0.044421185
8294,0.9521735,0.0062981416,0.04152841
8295,0.94585425,0.021521835,0.032624003
8296,0.79174304,0.005666375,0.2025906
8297,0.78328156,0.013074758,0.2036437
8298,0.97802067,0.015061881,0.006917462
8299,0.9683039,0.0055443803,0.026151724
8300,0.9235576,0.01333926,0.063103124
8301,0.5924192,0.009029477,0.39855137
8302,0.13909197,0.1161882,0.74471986
8303,0.95049137,0.0038616534,0.045646954
8304,0.06643206,0.114711344,0.8188566
8305,0.97016925,0.014694214,0.015136525
8306,0.9267403,0.0034522652,0.06980746
8307,0.007188335,5.0114846e-05,0.99276155
8308,0.7419486,0.00068639085,0.25736505
8309,0.002324056,0.0105622895,0.98711365
8310,0.91767114,0.019558644,0.06277024
8311,0.9790891,0.000443007,0.020467956
8312,0.9533297,0.002643238,0.044027086
8313,0.94994503,0.016657043,0.03339794
8314,0.9597366,0.0040532025,0.03621027
8315,0.786891,0.121155635,0.09195339
8316,0.92096406,0.01808441,0.06095156
8317,0.96272016,0.016200423,0.021079428
8318,0.44699454,0.17784213,0.3751634
8319,9.4998984e-05,0.011299876,0.98860514
8320,0.91701645,0.0058186026,0.07716496
8321,0.81022274,0.024676427,0.16510083
8322,0.59573054,0.06040928,0.3438602
8323,0.00047011927,0.0004754663,0.99905443
8324,0.022788106,0.006224606,0.9709873
8325,0.9874899,0.006398342,0.0061117928
8326,0.85955167,0.008440823,0.13200748
8327,0.9145979,0.013436847,0.07196521
8328,0.012482168,6.2619205e-05,0.98745525
8329,0.9640861,0.013884607,0.02202927
8330,0.102922164,0.08299235,0.8140855
8331,0.9888243,0.0010108611,0.01016485
8332,0.36443338,0.13687584,0.49869075
8333,0.8196812,0.0006646434,0.17965409
8334,0.81479305,0.0031057284,0.1821013
8335,0.93524134,0.0015885271,0.06317012
8336,0.15684251,0.0044834507,0.838674
8337,0.64054775,0.006427022,0.35302523
8338,0.97433734,0.0048552067,0.020807499
8339,0.19988249,0.10954609,0.6905714
8340,0.9607149,0.0033159251,0.035969168
8341,0.9146713,0.033367872,0.051960766
8342,0.97521645,0.01270217,0.0120813325
8343,0.8316835,0.010845418,0.15747109
8344,0.040715277,0.023062848,0.9362219
8345,0.96640575,0.0035984537,0.029995795
8346,0.8356848,0.005446195,0.15886906
8347,0.28801033,0.019323003,0.6926667
8348,0.41236806,0.014599891,0.5730321
8349,0.988439,0.0033005376,0.008260426
8350,0.78934467,0.008690222,0.20196506
8351,0.67629296,0.0014502231,0.3222568
8352,0.9510016,0.0040420955,0.04495631
8353,0.000109475346,0.0017581509,0.9981324
8354,0.20875278,0.038769774,0.75247747
8355,0.96930647,0.0036451241,0.027048431
8356,0.76472867,0.013517915,0.22175336
8357,0.040105738,0.008246984,0.9516473
8358,0.11480729,0.17634098,0.70885175
8359,0.93065006,0.004181143,0.06516879
8360,0.85637903,0.0029046256,0.14071636
8361,0.38867572,0.009080566,0.6022437
8362,0.93849534,0.012264895,0.04923976
8363,0.27384266,0.027972817,0.6981845
8364,0.9365094,0.04209813,0.021392534
8365,0.9375908,0.003142555,0.05926666
8366,0.1801901,0.0041140085,0.8156959
8367,0.9647309,0.00012394799,0.0351451
8368,0.97645694,0.0014745473,0.022068484
8369,0.17796075,0.0027927763,0.8192465
8370,0.9688543,0.0121553475,0.018990293
8371,0.72253114,0.0081596,0.2693093
8372,2.934682e-05,0.0008013405,0.99916935
8373,0.1681443,0.019853782,0.81200194
8374,0.12875785,0.0037649074,0.86747724
8375,0.99115056,0.00132638,0.007523069
8376,0.26753318,0.05095765,0.6815092
8377,0.9281479,0.032439787,0.039412368
8378,0.9931016,0.0013085302,0.005589924
8379,0.9827572,0.0032833712,0.013959432
8380,0.83309376,0.0061953296,0.16071092
8381,0.96309996,0.012868204,0.024031848
8382,0.8668326,0.0052981116,0.12786922
8383,0.9453853,0.0006025322,0.05401222
8384,0.9197419,0.0029646668,0.077293426
8385,0.012066828,0.049674824,0.9382584
8386,0.25125816,0.13838102,0.6103608
8387,0.9399649,0.0029296968,0.057105426
8388,0.66313523,0.008091571,0.32877323
8389,0.6159278,0.1010312,0.283041
8390,0.037628926,0.0022514954,0.9601196
8391,0.7634214,0.019656364,0.21692225
8392,0.8615965,0.027273837,0.11112966
8393,0.9766417,0.001958536,0.021399759
8394,0.1255276,0.19848523,0.67598724
8395,0.36298636,0.021309365,0.61570424
8396,0.90303695,0.015946671,0.0810164
8397,0.9710537,0.00060200586,0.028344274
8398,0.9635931,0.006498419,0.029908432
8399,0.9796602,0.006009422,0.014330361
8400,0.0003276817,0.00015462814,0.9995177
8401,0.42804027,0.18637396,0.38558576
8402,0.14412041,0.07036161,0.785518
8403,0.13473259,0.103182115,0.76208526
8404,0.6951585,0.012249189,0.29259238
8405,0.002166991,0.0011550023,0.996678
8406,0.9371407,0.0027801576,0.060079157
8407,0.8465662,0.014633797,0.13880004
8408,0.761364,0.011267382,0.22736867
8409,0.014175728,0.0019223535,0.9839019
8410,0.5342175,0.25113937,0.21464318
8411,0.92437077,0.003482346,0.07214691
8412,8.457094e-05,0.022306655,0.9776088
8413,0.00014211632,0.0026852759,0.9971726
8414,0.9353715,0.004102004,0.06052651
8415,0.9275519,0.02472263,0.047725443
8416,0.94767845,0.008763782,0.043557767
8417,0.3950759,0.0026259911,0.60229814
8418,0.8537729,0.022656465,0.123570636
8419,0.18808116,0.03767891,0.77423996
8420,0.8165893,0.007278038,0.17613271
8421,0.15223034,0.014647738,0.83312196
8422,0.9686016,0.004740464,0.026657911
8423,0.6753967,0.012576796,0.31202647
8424,0.19480097,0.044546627,0.7606524
8425,0.8833057,0.037932876,0.078761406
8426,0.025618546,0.032957274,0.9414242
8427,0.17569146,0.11137062,0.71293795
8428,0.9796051,0.00036664857,0.020028267
8429,0.95468986,0.0025276348,0.042782456
8430,0.923316,0.05800596,0.01867809
8431,0.030084843,0.0020038972,0.96791124
8432,0.93932474,0.016423067,0.044252224
8433,0.72378623,0.10687473,0.16933903
8434,0.011313305,0.005923818,0.9827629
8435,0.86355335,0.00039525738,0.13605146
8436,0.4115381,0.056401987,0.53205997
8437,0.023613533,0.006621433,0.969765
8438,0.9691036,0.013315945,0.017580451
8439,0.8189344,0.0053417627,0.1757239
8440,0.7893631,0.068672664,0.14196432
8441,0.02371767,0.0011801848,0.9751022
8442,0.92488194,0.0071996152,0.06791842
8443,0.92112976,0.000539577,0.07833068
8444,0.9044088,0.019286666,0.07630451
8445,0.9807231,0.011359826,0.007917155
8446,0.7745695,0.0067393123,0.21869114
8447,0.011124005,0.018559635,0.97031635
8448,0.9618592,0.0002738603,0.037866898
8449,0.58584523,0.1286073,0.28554752
8450,0.61658186,0.019212626,0.3642055
8451,0.9178089,0.013926361,0.06826467
8452,0.96319866,0.00352186,0.033279527
8453,0.6635608,0.017667118,0.31877208
8454,0.7166716,0.0075509152,0.2757775
8455,0.24545287,0.004705795,0.74984133
8456,0.5594458,0.011288744,0.4292655
8457,0.8772704,0.013611481,0.109118134
8458,0.7574314,0.13452291,0.108045734
8459,0.95028484,0.016413374,0.033301745
8460,0.9119776,0.01556196,0.07246047
8461,0.08603268,0.021452561,0.89251477
8462,0.97003084,0.019844837,0.01012431
8463,0.2987253,0.0065716445,0.69470304
8464,0.93075365,0.030753978,0.038492393
8465,0.38255388,0.0015870025,0.6158591
8466,0.7778226,0.054121602,0.1680558
8467,0.904693,0.002402276,0.09290476
8468,0.33053637,0.019796764,0.6496669
8469,0.2829849,0.026009265,0.6910059
8470,0.49546698,0.040298875,0.46423414
8471,0.9377567,0.0071986406,0.055044632
8472,0.83098274,0.08267914,0.08633808
8473,0.9732169,0.018040456,0.008742674
8474,0.8225508,0.020176504,0.1572727
8475,0.08842974,0.01835082,0.8932195
8476,0.9508576,0.020929925,0.028212536
8477,0.6327926,0.08472593,0.28248152
8478,0.8988836,0.017002089,0.08411437
8479,0.93295056,0.0051597655,0.061889686
8480,0.8774738,0.021583226,0.10094302
8481,0.97438294,0.009818294,0.015798753
8482,0.07757705,0.0026534454,0.9197695
8483,0.020990973,0.0041264114,0.97488266
8484,0.9202616,0.016710382,0.063028015
8485,0.9790116,0.0051864316,0.01580199
8486,0.05743197,0.026099632,0.91646844
8487,0.7369479,0.01988329,0.24316883
8488,0.98495734,0.0042279223,0.01081474
8489,0.75431603,0.036997583,0.20868644
8490,0.099652454,0.012708681,0.88763887
8491,0.27574223,0.13399023,0.5902676
8492,0.84049964,0.050958112,0.10854229
8493,0.8692365,0.0038149634,0.12694857
8494,0.8174864,0.007054536,0.17545906
8495,0.82259876,0.061990734,0.11541055
8496,0.9422443,0.020665618,0.03709007
8497,0.9524342,0.0029154948,0.044650313
8498,0.26774693,0.05567875,0.6765743
8499,0.91524744,0.0067797815,0.07797277
8500,0.87996334,0.035298698,0.08473794
8501,0.49568838,0.017714404,0.48659724
8502,0.20320125,0.001302026,0.7954967
8503,0.9175599,0.019639606,0.06280052
8504,0.09704675,0.031289283,0.871664
8505,0.97699773,0.00101426,0.021988045
8506,0.97859806,0.002365564,0.019036405
8507,0.9010648,0.0006332247,0.09830189
8508,0.94749147,0.009688849,0.042819723
8509,0.9270624,0.007132615,0.06580501
8510,0.5391381,0.039449524,0.42141244
8511,0.8369147,0.021392887,0.14169244
8512,0.061582074,0.011009945,0.927408
8513,0.35501552,0.12127344,0.5237111
8514,0.0037348012,0.0042677284,0.9919975
8515,0.71829927,0.00068164826,0.28101912
8516,0.19280148,0.07250898,0.73468953
8517,0.75193465,0.020298537,0.22776684
8518,0.5023205,0.27071452,0.2269649
8519,0.32979298,0.26839057,0.40181646
8520,0.98044556,0.008781071,0.010773306
8521,0.974565,0.0019173711,0.023517605
8522,0.82352924,0.06267763,0.11379313
8523,0.001644931,0.00067914877,0.99767596
8524,0.95758724,0.03597609,0.0064366506
8525,0.26125953,0.0042765103,0.734464
8526,0.96832865,0.001333408,0.03033795
8527,0.39922652,0.3694813,0.23129223
8528,0.3589228,0.0016124262,0.6394648
8529,0.9797622,0.00034215229,0.019895703
8530,0.94282603,0.0014529774,0.055720966
8531,0.9523183,0.025966346,0.02171534
8532,0.9609011,0.008169742,0.030929174
8533,0.91914105,0.0023072883,0.078551635
8534,0.9124486,0.023482308,0.064069085
8535,0.893169,0.026110673,0.08072038
8536,0.92583954,0.0027522803,0.0714082
8537,0.20388299,0.03362795,0.7624891
8538,0.13370736,0.021070642,0.845222
8539,0.76494896,0.0677279,0.1673232
8540,0.91469026,0.00048467517,0.08482502
8541,0.10565141,0.07860401,0.8157446
8542,0.9735501,0.010133253,0.016316665
8543,0.9474085,0.008957735,0.04363373
8544,0.15587994,0.019619122,0.824501
8545,5.1881343e-06,1.2392237e-05,0.9999825
8546,0.97763264,0.016979905,0.0053874506
8547,0.09380753,0.012465059,0.8937274
8548,0.811071,0.022493532,0.16643545
8549,0.25636068,0.058929324,0.68470997
8550,0.97658664,0.005140903,0.018272439
8551,0.44185555,0.0018342955,0.5563101
8552,0.838203,0.017622534,0.14417446
8553,4.7151512e-05,0.00048455803,0.99946827
8554,0.14633146,0.0263638,0.8273048
8555,0.9539038,0.014481046,0.031615186
8556,0.09743802,0.19417433,0.7083877
8557,0.97202885,0.004289199,0.023681933
